==== a_000001_1 ====
Dłoń 1 (Right):
  Punkt 0: x=0.691, y=0.488, z=-0.000
  Punkt 6: x=0.464, y=0.257, z=-0.040
  Punkt 7: x=0.452, y=0.325, z=-0.064
  Punkt 8: x=0.447, y=0.390, z=-0.073
  Punkt 9: x=0.521, y=0.361, z=-0.007
  Punkt 10: x=0.514, y=0.290, z=-0.050
  Punkt 11: x=0.492, y=0.384, z=-0.061
  Punkt 12: x=0.482, y=0.452, z=-0.059
  Punkt 13: x=0.568, y=0.392, z=-0.020
  Punkt 14: x=0.560, y=0.330, z=-0.062
  Punkt 15: x=0.529, y=0.424, z=-0.051
  Punkt 16: x=0.513, y=0.485, z=-0.032
  Punkt 17: x=0.615, y=0.433, z=-0.035
  Punkt 18: x=0.600, y=0.378, z=-0.060
  Punkt 19: x=0.568, y=0.441, z=-0.047
  Punkt 20: x=0.554, y=0.486, z=-0.029
  Wektory:
    3→4: (0.008, -0.073, -0.011)
    0→5: (-0.041, -0.253, 0.000)
    17→18: (-0.015, -0.055, -0.025)
    0→17: (0.102, -0.158, -0.035)
    13→14: (-0.008, -0.062, -0.042)
    13→17: (0.047, 0.042, -0.015)
    18→19: (-0.032, 0.063, 0.013)
    5→6: (-0.008, -0.081, -0.040)
    5→9: (0.049, 0.023, -0.007)
    14→15: (-0.031, 0.094, 0.011)
    0→1: (-0.063, -0.079, -0.018)
    9→10: (-0.007, -0.071, -0.042)
    1→2: (-0.036, -0.116, -0.011)
    9→13: (0.047, 0.031, -0.013)
    10→11: (-0.021, 0.094, -0.012)
    19→20: (-0.014, 0.045, 0.017)
    6→7: (-0.012, 0.068, -0.024)
    15→16: (-0.016, 0.061, 0.020)
    2→3: (-0.006, -0.093, -0.015)
    11→12: (-0.010, 0.067, 0.003)
    7→8: (-0.005, 0.065, -0.009)

==== a_100101_19 ====
Dłoń 1 (Right):
  Punkt 0: x=0.507, y=0.649, z=-0.000
  Punkt 1: x=0.602, y=0.637, z=-0.021
  Punkt 2: x=0.684, y=0.515, z=-0.024
  Punkt 3: x=0.709, y=0.396, z=-0.027
  Punkt 4: x=0.734, y=0.320, z=-0.025
  Punkt 5: x=0.649, y=0.399, z=-0.019
  Punkt 6: x=0.677, y=0.346, z=-0.055
  Punkt 7: x=0.652, y=0.432, z=-0.069
  Punkt 8: x=0.630, y=0.487, z=-0.072
  Punkt 9: x=0.589, y=0.385, z=-0.025
  Punkt 10: x=0.627, y=0.336, z=-0.067
  Punkt 11: x=0.608, y=0.446, z=-0.077
  Punkt 12: x=0.589, y=0.509, z=-0.075
  Punkt 13: x=0.531, y=0.387, z=-0.035
  Punkt 14: x=0.565, y=0.345, z=-0.082
  Punkt 15: x=0.561, y=0.462, z=-0.077
  Punkt 16: x=0.551, y=0.530, z=-0.062
  Punkt 17: x=0.474, y=0.401, z=-0.046
  Punkt 18: x=0.506, y=0.371, z=-0.081
  Punkt 19: x=0.512, y=0.453, z=-0.077
  Punkt 20: x=0.509, y=0.507, z=-0.066
  Wektory:
    3→4: (0.025, -0.076, 0.001)
    0→5: (0.141, -0.251, -0.019)
    17→18: (0.032, -0.030, -0.035)
    0→17: (-0.033, -0.249, -0.046)
    13→14: (0.033, -0.042, -0.047)
    13→17: (-0.058, 0.014, -0.011)
    18→19: (0.006, 0.083, 0.004)
    5→6: (0.029, -0.052, -0.036)
    5→9: (-0.060, -0.014, -0.006)
    14→15: (-0.003, 0.117, 0.005)
    0→1: (0.095, -0.012, -0.021)
    9→10: (0.038, -0.049, -0.043)
    1→2: (0.082, -0.123, -0.003)
    9→13: (-0.057, 0.002, -0.010)
    10→11: (-0.018, 0.110, -0.010)
    19→20: (-0.002, 0.053, 0.011)
    6→7: (-0.026, 0.086, -0.014)
    15→16: (-0.010, 0.068, 0.015)
    2→3: (0.025, -0.119, -0.003)
    11→12: (-0.020, 0.063, 0.003)
    7→8: (-0.022, 0.054, -0.003)

==== a_100101_19_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.466, y=0.672, z=-0.000
  Punkt 1: x=0.369, y=0.613, z=-0.014
  Punkt 2: x=0.308, y=0.491, z=-0.017
  Punkt 3: x=0.287, y=0.391, z=-0.026
  Punkt 4: x=0.264, y=0.318, z=-0.031
  Punkt 5: x=0.359, y=0.384, z=0.024
  Punkt 6: x=0.327, y=0.343, z=-0.016
  Punkt 7: x=0.346, y=0.430, z=-0.045
  Punkt 8: x=0.368, y=0.494, z=-0.058
  Punkt 9: x=0.413, y=0.377, z=0.014
  Punkt 10: x=0.379, y=0.333, z=-0.028
  Punkt 11: x=0.394, y=0.442, z=-0.044
  Punkt 12: x=0.410, y=0.508, z=-0.043
  Punkt 13: x=0.470, y=0.384, z=-0.002
  Punkt 14: x=0.434, y=0.347, z=-0.044
  Punkt 15: x=0.438, y=0.457, z=-0.037
  Punkt 16: x=0.447, y=0.523, z=-0.020
  Punkt 17: x=0.530, y=0.406, z=-0.022
  Punkt 18: x=0.494, y=0.366, z=-0.046
  Punkt 19: x=0.484, y=0.441, z=-0.035
  Punkt 20: x=0.488, y=0.489, z=-0.018
  Wektory:
    3→4: (-0.024, -0.073, -0.005)
    0→5: (-0.108, -0.288, 0.024)
    17→18: (-0.036, -0.039, -0.024)
    0→17: (0.063, -0.266, -0.022)
    13→14: (-0.036, -0.037, -0.042)
    13→17: (0.059, 0.021, -0.019)
    18→19: (-0.010, 0.074, 0.011)
    5→6: (-0.031, -0.041, -0.040)
    5→9: (0.054, -0.007, -0.009)
    14→15: (0.004, 0.110, 0.007)
    0→1: (-0.098, -0.059, -0.014)
    9→10: (-0.034, -0.044, -0.042)
    1→2: (-0.060, -0.122, -0.003)
    9→13: (0.058, 0.007, -0.017)
    10→11: (0.015, 0.108, -0.016)
    19→20: (0.004, 0.049, 0.017)
    6→7: (0.019, 0.086, -0.029)
    15→16: (0.009, 0.066, 0.017)
    2→3: (-0.021, -0.100, -0.008)
    11→12: (0.016, 0.066, 0.001)
    7→8: (0.022, 0.064, -0.013)

==== a_100101_190 ====
Dłoń 1 (Right):
  Punkt 0: x=0.480, y=0.663, z=-0.000
  Punkt 1: x=0.563, y=0.581, z=-0.037
  Punkt 2: x=0.611, y=0.427, z=-0.051
  Punkt 3: x=0.620, y=0.302, z=-0.066
  Punkt 4: x=0.613, y=0.199, z=-0.077
  Punkt 5: x=0.544, y=0.310, z=-0.032
  Punkt 6: x=0.547, y=0.252, z=-0.091
  Punkt 7: x=0.546, y=0.356, z=-0.121
  Punkt 8: x=0.550, y=0.432, z=-0.132
  Punkt 9: x=0.471, y=0.334, z=-0.037
  Punkt 10: x=0.472, y=0.304, z=-0.105
  Punkt 11: x=0.493, y=0.433, z=-0.121
  Punkt 12: x=0.511, y=0.518, z=-0.118
  Punkt 13: x=0.405, y=0.373, z=-0.049
  Punkt 14: x=0.403, y=0.355, z=-0.117
  Punkt 15: x=0.438, y=0.476, z=-0.110
  Punkt 16: x=0.464, y=0.553, z=-0.089
  Punkt 17: x=0.344, y=0.422, z=-0.065
  Punkt 18: x=0.346, y=0.409, z=-0.111
  Punkt 19: x=0.382, y=0.491, z=-0.106
  Punkt 20: x=0.411, y=0.545, z=-0.091
  Wektory:
    3→4: (-0.007, -0.104, -0.010)
    0→5: (0.063, -0.352, -0.032)
    17→18: (0.002, -0.014, -0.046)
    0→17: (-0.137, -0.241, -0.065)
    13→14: (-0.002, -0.017, -0.068)
    13→17: (-0.061, 0.050, -0.015)
    18→19: (0.036, 0.082, 0.005)
    5→6: (0.003, -0.059, -0.058)
    5→9: (-0.072, 0.023, -0.004)
    14→15: (0.035, 0.121, 0.007)
    0→1: (0.083, -0.082, -0.037)
    9→10: (0.001, -0.030, -0.068)
    1→2: (0.048, -0.154, -0.014)
    9→13: (-0.066, 0.039, -0.012)
    10→11: (0.021, 0.129, -0.016)
    19→20: (0.029, 0.054, 0.015)
    6→7: (-0.001, 0.105, -0.030)
    15→16: (0.026, 0.077, 0.021)
    2→3: (0.009, -0.125, -0.015)
    11→12: (0.018, 0.085, 0.003)
    7→8: (0.004, 0.076, -0.011)

==== a_100101_190_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.514, y=0.656, z=-0.000
  Punkt 1: x=0.436, y=0.559, z=-0.060
  Punkt 2: x=0.388, y=0.407, z=-0.093
  Punkt 3: x=0.377, y=0.289, z=-0.120
  Punkt 4: x=0.389, y=0.192, z=-0.140
  Punkt 5: x=0.464, y=0.292, z=-0.059
  Punkt 6: x=0.456, y=0.251, z=-0.116
  Punkt 7: x=0.449, y=0.365, z=-0.141
  Punkt 8: x=0.450, y=0.451, z=-0.150
  Punkt 9: x=0.543, y=0.319, z=-0.053
  Punkt 10: x=0.532, y=0.292, z=-0.121
  Punkt 11: x=0.508, y=0.434, z=-0.136
  Punkt 12: x=0.493, y=0.528, z=-0.132
  Punkt 13: x=0.612, y=0.361, z=-0.056
  Punkt 14: x=0.599, y=0.355, z=-0.125
  Punkt 15: x=0.555, y=0.486, z=-0.113
  Punkt 16: x=0.529, y=0.562, z=-0.088
  Punkt 17: x=0.670, y=0.414, z=-0.063
  Punkt 18: x=0.659, y=0.409, z=-0.109
  Punkt 19: x=0.614, y=0.495, z=-0.099
  Punkt 20: x=0.589, y=0.544, z=-0.081
  Wektory:
    3→4: (0.012, -0.098, -0.019)
    0→5: (-0.050, -0.363, -0.059)
    17→18: (-0.011, -0.005, -0.046)
    0→17: (0.156, -0.241, -0.063)
    13→14: (-0.013, -0.006, -0.069)
    13→17: (0.058, 0.054, -0.008)
    18→19: (-0.045, 0.086, 0.010)
    5→6: (-0.008, -0.042, -0.057)
    5→9: (0.079, 0.027, 0.006)
    14→15: (-0.043, 0.131, 0.012)
    0→1: (-0.078, -0.096, -0.060)
    9→10: (-0.010, -0.028, -0.068)
    1→2: (-0.048, -0.153, -0.033)
    9→13: (0.069, 0.041, -0.002)
    10→11: (-0.025, 0.143, -0.014)
    19→20: (-0.025, 0.049, 0.018)
    6→7: (-0.007, 0.114, -0.024)
    15→16: (-0.027, 0.076, 0.025)
    2→3: (-0.011, -0.117, -0.028)
    11→12: (-0.015, 0.093, 0.004)
    7→8: (0.000, 0.087, -0.009)

==== a_100101_191 ====
Dłoń 1 (Right):
  Punkt 0: x=0.438, y=0.631, z=-0.000
  Punkt 1: x=0.524, y=0.572, z=-0.037
  Punkt 2: x=0.590, y=0.446, z=-0.053
  Punkt 3: x=0.616, y=0.339, z=-0.069
  Punkt 4: x=0.620, y=0.245, z=-0.080
  Punkt 5: x=0.543, y=0.316, z=-0.036
  Punkt 6: x=0.554, y=0.283, z=-0.092
  Punkt 7: x=0.536, y=0.385, z=-0.121
  Punkt 8: x=0.525, y=0.457, z=-0.131
  Punkt 9: x=0.473, y=0.316, z=-0.038
  Punkt 10: x=0.478, y=0.313, z=-0.100
  Punkt 11: x=0.478, y=0.430, z=-0.114
  Punkt 12: x=0.482, y=0.507, z=-0.111
  Punkt 13: x=0.407, y=0.336, z=-0.048
  Punkt 14: x=0.408, y=0.343, z=-0.107
  Punkt 15: x=0.423, y=0.455, z=-0.100
  Punkt 16: x=0.438, y=0.526, z=-0.081
  Punkt 17: x=0.346, y=0.368, z=-0.061
  Punkt 18: x=0.350, y=0.371, z=-0.098
  Punkt 19: x=0.371, y=0.450, z=-0.093
  Punkt 20: x=0.390, y=0.500, z=-0.079
  Wektory:
    3→4: (0.004, -0.094, -0.011)
    0→5: (0.105, -0.315, -0.036)
    17→18: (0.004, 0.003, -0.037)
    0→17: (-0.092, -0.263, -0.061)
    13→14: (0.001, 0.007, -0.058)
    13→17: (-0.060, 0.031, -0.013)
    18→19: (0.021, 0.079, 0.005)
    5→6: (0.011, -0.033, -0.056)
    5→9: (-0.070, 0.001, -0.002)
    14→15: (0.016, 0.111, 0.007)
    0→1: (0.085, -0.059, -0.037)
    9→10: (0.005, -0.004, -0.061)
    1→2: (0.066, -0.126, -0.016)
    9→13: (-0.066, 0.020, -0.010)
    10→11: (0.001, 0.118, -0.014)
    19→20: (0.019, 0.051, 0.014)
    6→7: (-0.018, 0.102, -0.029)
    15→16: (0.015, 0.071, 0.019)
    2→3: (0.026, -0.107, -0.016)
    11→12: (0.004, 0.076, 0.003)
    7→8: (-0.011, 0.072, -0.010)

==== a_100101_191_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.557, y=0.627, z=-0.000
  Punkt 1: x=0.476, y=0.557, z=-0.053
  Punkt 2: x=0.407, y=0.438, z=-0.082
  Punkt 3: x=0.379, y=0.339, z=-0.105
  Punkt 4: x=0.381, y=0.252, z=-0.121
  Punkt 5: x=0.461, y=0.299, z=-0.054
  Punkt 6: x=0.450, y=0.278, z=-0.102
  Punkt 7: x=0.460, y=0.382, z=-0.122
  Punkt 8: x=0.472, y=0.460, z=-0.130
  Punkt 9: x=0.538, y=0.298, z=-0.049
  Punkt 10: x=0.525, y=0.301, z=-0.104
  Punkt 11: x=0.522, y=0.433, z=-0.115
  Punkt 12: x=0.520, y=0.515, z=-0.112
  Punkt 13: x=0.606, y=0.318, z=-0.049
  Punkt 14: x=0.595, y=0.342, z=-0.107
  Punkt 15: x=0.574, y=0.466, z=-0.096
  Punkt 16: x=0.560, y=0.536, z=-0.074
  Punkt 17: x=0.664, y=0.353, z=-0.055
  Punkt 18: x=0.656, y=0.375, z=-0.094
  Punkt 19: x=0.626, y=0.463, z=-0.084
  Punkt 20: x=0.610, y=0.510, z=-0.067
  Wektory:
    3→4: (0.002, -0.087, -0.016)
    0→5: (-0.096, -0.327, -0.054)
    17→18: (-0.008, 0.021, -0.039)
    0→17: (0.107, -0.273, -0.055)
    13→14: (-0.011, 0.024, -0.058)
    13→17: (0.058, 0.036, -0.006)
    18→19: (-0.029, 0.088, 0.010)
    5→6: (-0.011, -0.022, -0.048)
    5→9: (0.077, -0.001, 0.006)
    14→15: (-0.021, 0.124, 0.012)
    0→1: (-0.081, -0.070, -0.053)
    9→10: (-0.013, 0.003, -0.055)
    1→2: (-0.069, -0.118, -0.029)
    9→13: (0.068, 0.020, -0.001)
    10→11: (-0.003, 0.133, -0.011)
    19→20: (-0.017, 0.047, 0.017)
    6→7: (0.010, 0.104, -0.020)
    15→16: (-0.014, 0.071, 0.021)
    2→3: (-0.028, -0.099, -0.024)
    11→12: (-0.001, 0.082, 0.003)
    7→8: (0.012, 0.078, -0.008)

==== a_100101_192 ====
Dłoń 1 (Right):
  Punkt 0: x=0.416, y=0.655, z=-0.000
  Punkt 1: x=0.513, y=0.587, z=-0.044
  Punkt 2: x=0.590, y=0.445, z=-0.062
  Punkt 3: x=0.619, y=0.324, z=-0.081
  Punkt 4: x=0.627, y=0.218, z=-0.093
  Punkt 5: x=0.537, y=0.295, z=-0.042
  Punkt 6: x=0.548, y=0.257, z=-0.106
  Punkt 7: x=0.529, y=0.372, z=-0.140
  Punkt 8: x=0.521, y=0.451, z=-0.153
  Punkt 9: x=0.457, y=0.294, z=-0.044
  Punkt 10: x=0.464, y=0.300, z=-0.118
  Punkt 11: x=0.465, y=0.437, z=-0.136
  Punkt 12: x=0.472, y=0.528, z=-0.133
  Punkt 13: x=0.382, y=0.316, z=-0.056
  Punkt 14: x=0.381, y=0.330, z=-0.126
  Punkt 15: x=0.400, y=0.459, z=-0.119
  Punkt 16: x=0.419, y=0.545, z=-0.098
  Punkt 17: x=0.313, y=0.351, z=-0.071
  Punkt 18: x=0.314, y=0.366, z=-0.118
  Punkt 19: x=0.340, y=0.457, z=-0.115
  Punkt 20: x=0.366, y=0.518, z=-0.101
  Wektory:
    3→4: (0.008, -0.106, -0.013)
    0→5: (0.121, -0.360, -0.042)
    17→18: (0.001, 0.015, -0.046)
    0→17: (-0.103, -0.303, -0.071)
    13→14: (-0.001, 0.014, -0.070)
    13→17: (-0.070, 0.035, -0.016)
    18→19: (0.026, 0.091, 0.003)
    5→6: (0.012, -0.038, -0.065)
    5→9: (-0.080, -0.001, -0.003)
    14→15: (0.019, 0.129, 0.006)
    0→1: (0.097, -0.067, -0.044)
    9→10: (0.007, 0.005, -0.074)
    1→2: (0.076, -0.142, -0.019)
    9→13: (-0.075, 0.021, -0.011)
    10→11: (0.002, 0.138, -0.018)
    19→20: (0.026, 0.062, 0.014)
    6→7: (-0.019, 0.115, -0.034)
    15→16: (0.019, 0.086, 0.021)
    2→3: (0.029, -0.121, -0.018)
    11→12: (0.007, 0.091, 0.003)
    7→8: (-0.009, 0.079, -0.013)

==== a_100101_192_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.577, y=0.647, z=-0.000
  Punkt 1: x=0.487, y=0.567, z=-0.062
  Punkt 2: x=0.410, y=0.433, z=-0.097
  Punkt 3: x=0.376, y=0.322, z=-0.125
  Punkt 4: x=0.377, y=0.219, z=-0.144
  Punkt 5: x=0.472, y=0.277, z=-0.069
  Punkt 6: x=0.450, y=0.254, z=-0.125
  Punkt 7: x=0.466, y=0.377, z=-0.150
  Punkt 8: x=0.485, y=0.463, z=-0.161
  Punkt 9: x=0.560, y=0.275, z=-0.062
  Punkt 10: x=0.536, y=0.285, z=-0.127
  Punkt 11: x=0.536, y=0.435, z=-0.141
  Punkt 12: x=0.537, y=0.528, z=-0.139
  Punkt 13: x=0.637, y=0.299, z=-0.063
  Punkt 14: x=0.617, y=0.332, z=-0.128
  Punkt 15: x=0.596, y=0.473, z=-0.115
  Punkt 16: x=0.579, y=0.554, z=-0.092
  Punkt 17: x=0.702, y=0.339, z=-0.070
  Punkt 18: x=0.688, y=0.373, z=-0.114
  Punkt 19: x=0.656, y=0.468, z=-0.104
  Punkt 20: x=0.637, y=0.519, z=-0.086
  Wektory:
    3→4: (0.001, -0.103, -0.019)
    0→5: (-0.105, -0.370, -0.069)
    17→18: (-0.014, 0.034, -0.044)
    0→17: (0.124, -0.308, -0.070)
    13→14: (-0.020, 0.034, -0.065)
    13→17: (0.064, 0.040, -0.007)
    18→19: (-0.031, 0.095, 0.010)
    5→6: (-0.022, -0.023, -0.056)
    5→9: (0.088, -0.001, 0.007)
    14→15: (-0.021, 0.140, 0.013)
    0→1: (-0.090, -0.080, -0.062)
    9→10: (-0.024, 0.010, -0.064)
    1→2: (-0.077, -0.134, -0.034)
    9→13: (0.077, 0.023, -0.001)
    10→11: (0.001, 0.150, -0.014)
    19→20: (-0.019, 0.051, 0.018)
    6→7: (0.016, 0.122, -0.025)
    15→16: (-0.017, 0.081, 0.023)
    2→3: (-0.035, -0.110, -0.028)
    11→12: (0.001, 0.093, 0.001)
    7→8: (0.019, 0.086, -0.011)

==== a_100101_193 ====
Dłoń 1 (Right):
  Punkt 0: x=0.501, y=0.922, z=-0.000
  Punkt 1: x=0.620, y=0.837, z=-0.033
  Punkt 2: x=0.693, y=0.672, z=-0.045
  Punkt 3: x=0.715, y=0.535, z=-0.060
  Punkt 4: x=0.759, y=0.450, z=-0.071
  Punkt 5: x=0.621, y=0.536, z=-0.025
  Punkt 6: x=0.609, y=0.496, z=-0.084
  Punkt 7: x=0.587, y=0.606, z=-0.118
  Punkt 8: x=0.576, y=0.693, z=-0.132
  Punkt 9: x=0.537, y=0.540, z=-0.031
  Punkt 10: x=0.521, y=0.519, z=-0.100
  Punkt 11: x=0.519, y=0.657, z=-0.121
  Punkt 12: x=0.521, y=0.759, z=-0.121
  Punkt 13: x=0.464, y=0.565, z=-0.044
  Punkt 14: x=0.444, y=0.540, z=-0.111
  Punkt 15: x=0.463, y=0.672, z=-0.109
  Punkt 16: x=0.482, y=0.767, z=-0.091
  Punkt 17: x=0.396, y=0.604, z=-0.060
  Punkt 18: x=0.378, y=0.567, z=-0.105
  Punkt 19: x=0.399, y=0.658, z=-0.102
  Punkt 20: x=0.424, y=0.729, z=-0.090
  Wektory:
    3→4: (0.044, -0.085, -0.011)
    0→5: (0.120, -0.387, -0.025)
    17→18: (-0.018, -0.038, -0.045)
    0→17: (-0.105, -0.318, -0.060)
    13→14: (-0.020, -0.025, -0.067)
    13→17: (-0.068, 0.039, -0.016)
    18→19: (0.021, 0.092, 0.003)
    5→6: (-0.012, -0.039, -0.059)
    5→9: (-0.084, 0.005, -0.006)
    14→15: (0.019, 0.132, 0.003)
    0→1: (0.119, -0.085, -0.033)
    9→10: (-0.015, -0.021, -0.070)
    1→2: (0.072, -0.165, -0.013)
    9→13: (-0.073, 0.025, -0.013)
    10→11: (-0.002, 0.138, -0.020)
    19→20: (0.024, 0.071, 0.013)
    6→7: (-0.022, 0.110, -0.034)
    15→16: (0.019, 0.096, 0.018)
    2→3: (0.023, -0.137, -0.015)
    11→12: (0.002, 0.101, -0.001)
    7→8: (-0.011, 0.087, -0.013)

==== a_100101_193_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.484, y=0.913, z=-0.000
  Punkt 1: x=0.383, y=0.823, z=-0.048
  Punkt 2: x=0.315, y=0.665, z=-0.072
  Punkt 3: x=0.281, y=0.540, z=-0.094
  Punkt 4: x=0.242, y=0.452, z=-0.109
  Punkt 5: x=0.376, y=0.539, z=-0.041
  Punkt 6: x=0.391, y=0.494, z=-0.090
  Punkt 7: x=0.409, y=0.612, z=-0.108
  Punkt 8: x=0.420, y=0.701, z=-0.113
  Punkt 9: x=0.465, y=0.545, z=-0.040
  Punkt 10: x=0.477, y=0.496, z=-0.100
  Punkt 11: x=0.476, y=0.653, z=-0.109
  Punkt 12: x=0.471, y=0.748, z=-0.103
  Punkt 13: x=0.548, y=0.567, z=-0.047
  Punkt 14: x=0.559, y=0.527, z=-0.112
  Punkt 15: x=0.538, y=0.677, z=-0.096
  Punkt 16: x=0.518, y=0.767, z=-0.069
  Punkt 17: x=0.618, y=0.605, z=-0.058
  Punkt 18: x=0.627, y=0.561, z=-0.100
  Punkt 19: x=0.595, y=0.666, z=-0.085
  Punkt 20: x=0.568, y=0.733, z=-0.064
  Wektory:
    3→4: (-0.039, -0.088, -0.015)
    0→5: (-0.108, -0.374, -0.041)
    17→18: (0.009, -0.043, -0.042)
    0→17: (0.134, -0.308, -0.058)
    13→14: (0.011, -0.040, -0.065)
    13→17: (0.071, 0.038, -0.011)
    18→19: (-0.032, 0.104, 0.015)
    5→6: (0.014, -0.045, -0.049)
    5→9: (0.089, 0.006, 0.000)
    14→15: (-0.021, 0.150, 0.016)
    0→1: (-0.101, -0.090, -0.048)
    9→10: (0.012, -0.049, -0.060)
    1→2: (-0.068, -0.158, -0.024)
    9→13: (0.082, 0.021, -0.007)
    10→11: (-0.001, 0.157, -0.009)
    19→20: (-0.027, 0.067, 0.021)
    6→7: (0.018, 0.118, -0.019)
    15→16: (-0.020, 0.090, 0.027)
    2→3: (-0.034, -0.125, -0.022)
    11→12: (-0.005, 0.095, 0.007)
    7→8: (0.011, 0.088, -0.005)

==== a_100101_194 ====
Dłoń 1 (Right):
  Punkt 0: x=0.404, y=0.735, z=-0.000
  Punkt 1: x=0.503, y=0.665, z=-0.040
  Punkt 2: x=0.576, y=0.504, z=-0.055
  Punkt 3: x=0.609, y=0.366, z=-0.067
  Punkt 4: x=0.636, y=0.266, z=-0.073
  Punkt 5: x=0.519, y=0.391, z=-0.034
  Punkt 6: x=0.519, y=0.306, z=-0.097
  Punkt 7: x=0.505, y=0.421, z=-0.128
  Punkt 8: x=0.502, y=0.513, z=-0.138
  Punkt 9: x=0.441, y=0.402, z=-0.036
  Punkt 10: x=0.436, y=0.328, z=-0.110
  Punkt 11: x=0.446, y=0.468, z=-0.130
  Punkt 12: x=0.455, y=0.567, z=-0.127
  Punkt 13: x=0.374, y=0.434, z=-0.047
  Punkt 14: x=0.373, y=0.377, z=-0.122
  Punkt 15: x=0.395, y=0.512, z=-0.117
  Punkt 16: x=0.409, y=0.601, z=-0.093
  Punkt 17: x=0.313, y=0.482, z=-0.060
  Punkt 18: x=0.321, y=0.439, z=-0.115
  Punkt 19: x=0.343, y=0.532, z=-0.113
  Punkt 20: x=0.362, y=0.600, z=-0.096
  Wektory:
    3→4: (0.027, -0.100, -0.006)
    0→5: (0.115, -0.344, -0.034)
    17→18: (0.008, -0.043, -0.055)
    0→17: (-0.091, -0.253, -0.060)
    13→14: (-0.001, -0.057, -0.075)
    13→17: (-0.061, 0.048, -0.013)
    18→19: (0.023, 0.093, 0.002)
    5→6: (-0.000, -0.084, -0.063)
    5→9: (-0.078, 0.011, -0.003)
    14→15: (0.022, 0.135, 0.005)
    0→1: (0.100, -0.069, -0.040)
    9→10: (-0.006, -0.074, -0.074)
    1→2: (0.073, -0.161, -0.014)
    9→13: (-0.068, 0.032, -0.011)
    10→11: (0.010, 0.140, -0.020)
    19→20: (0.019, 0.068, 0.016)
    6→7: (-0.014, 0.115, -0.031)
    15→16: (0.014, 0.089, 0.023)
    2→3: (0.032, -0.138, -0.013)
    11→12: (0.009, 0.099, 0.003)
    7→8: (-0.002, 0.092, -0.010)

==== a_100101_194_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.568, y=0.748, z=-0.000
  Punkt 1: x=0.480, y=0.645, z=-0.038
  Punkt 2: x=0.423, y=0.468, z=-0.053
  Punkt 3: x=0.401, y=0.336, z=-0.068
  Punkt 4: x=0.371, y=0.244, z=-0.078
  Punkt 5: x=0.503, y=0.380, z=-0.010
  Punkt 6: x=0.494, y=0.302, z=-0.066
  Punkt 7: x=0.493, y=0.415, z=-0.102
  Punkt 8: x=0.495, y=0.515, z=-0.116
  Punkt 9: x=0.572, y=0.405, z=-0.014
  Punkt 10: x=0.565, y=0.325, z=-0.077
  Punkt 11: x=0.550, y=0.460, z=-0.097
  Punkt 12: x=0.541, y=0.569, z=-0.093
  Punkt 13: x=0.638, y=0.448, z=-0.027
  Punkt 14: x=0.632, y=0.378, z=-0.089
  Punkt 15: x=0.602, y=0.510, z=-0.077
  Punkt 16: x=0.581, y=0.610, z=-0.050
  Punkt 17: x=0.700, y=0.501, z=-0.043
  Punkt 18: x=0.686, y=0.431, z=-0.085
  Punkt 19: x=0.649, y=0.523, z=-0.068
  Punkt 20: x=0.629, y=0.598, z=-0.043
  Wektory:
    3→4: (-0.030, -0.092, -0.009)
    0→5: (-0.065, -0.368, -0.010)
    17→18: (-0.014, -0.070, -0.042)
    0→17: (0.133, -0.247, -0.043)
    13→14: (-0.007, -0.070, -0.062)
    13→17: (0.062, 0.053, -0.016)
    18→19: (-0.037, 0.092, 0.016)
    5→6: (-0.009, -0.078, -0.056)
    5→9: (0.070, 0.025, -0.004)
    14→15: (-0.030, 0.132, 0.012)
    0→1: (-0.088, -0.103, -0.038)
    9→10: (-0.008, -0.080, -0.062)
    1→2: (-0.057, -0.177, -0.016)
    9→13: (0.066, 0.043, -0.013)
    10→11: (-0.015, 0.135, -0.020)
    19→20: (-0.020, 0.074, 0.025)
    6→7: (-0.000, 0.113, -0.036)
    15→16: (-0.021, 0.100, 0.027)
    2→3: (-0.022, -0.132, -0.015)
    11→12: (-0.009, 0.108, 0.003)
    7→8: (0.002, 0.100, -0.014)

==== a_100101_195 ====
Dłoń 1 (Right):
  Punkt 0: x=0.471, y=0.800, z=-0.000
  Punkt 1: x=0.606, y=0.717, z=-0.054
  Punkt 2: x=0.698, y=0.547, z=-0.075
  Punkt 3: x=0.719, y=0.379, z=-0.094
  Punkt 4: x=0.761, y=0.258, z=-0.106
  Punkt 5: x=0.625, y=0.371, z=-0.023
  Punkt 6: x=0.633, y=0.278, z=-0.103
  Punkt 7: x=0.608, y=0.404, z=-0.150
  Punkt 8: x=0.592, y=0.518, z=-0.166
  Punkt 9: x=0.526, y=0.374, z=-0.026
  Punkt 10: x=0.535, y=0.272, z=-0.121
  Punkt 11: x=0.528, y=0.443, z=-0.153
  Punkt 12: x=0.524, y=0.579, z=-0.150
  Punkt 13: x=0.442, y=0.403, z=-0.041
